id,comp,question,clean,pos,lemma
36284,0,how many small glues equal a gallon of glue,how many small glues equal a gallon of glue,"['WRB', 'JJ', 'JJ', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'NN']","['how', 'many', 'small', 'glue', 'equal', 'a', 'gallon', 'of', 'glue']"
37744,0,can early fuchs disease cause cataracts,can early fuchs disease cause cataracts,"['MD', 'JJ', 'NNS', 'NN', 'IN', 'NNS']","['can', 'early', 'fuch', 'disease', 'cause', 'cataract']"
29590,0,What is the average IQ of astronomers?,what is the average iq of astronomers,"['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNS']","['what', 'be', 'the', 'average', 'iq', 'of', 'astronomer']"
14258,0,how do doctors test for acid reflux in kids,how do doctors test for acid reflux in kids,"['WRB', 'VBP', 'NNS', 'VB', 'IN', 'NN', 'NN', 'IN', 'NNS']","['how', 'do', 'doctor', 'test', 'for', 'acid', 'reflux', 'in', 'kid']"
39398,0,what does a cortisone shot,what does a cortisone shot,"['WP', 'VBZ', 'DT', 'NN', 'NN']","['what', 'do', 'a', 'cortisone', 'shot']"
20692,0,how to improve the role of an ortho service leader,how to improve the role of an ortho service leader,"['WRB', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN']","['how', 'to', 'improve', 'the', 'role', 'of', 'a', 'ortho', 'service', 'leader']"
10085,0,'what was the name of captain phillip''s ship',what was the name of captain phillip s ship,"['WP', 'VBD', 'DT', 'NN', 'IN', 'NN', 'NNP', 'POS', 'NN']","['what', 'be', 'the', 'name', 'of', 'captain', 'phillip', ""'s"", 'ship']"
15222,0,why is the streak test useful,why is the streak test useful,"['WRB', 'VBZ', 'DT', 'NN', 'NN', 'JJ']","['why', 'be', 'the', 'streak', 'test', 'useful']"
5700,0,how many state are on the coast in india,how many state are on the coast in india,"['WRB', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'IN', 'NNP']","['how', 'many', 'state', 'be', 'on', 'the', 'coast', 'in', 'india']"
31477,0,Why India is big loser in Olympics?,why india is big loser in olympics,"['WRB', 'NNP', 'VBZ', 'JJ', 'NN', 'IN', 'NNS']","['why', 'india', 'be', 'big', 'loser', 'in', 'olympic']"
198,0,where is the goodyear cotton bowl played at,where is the goodyear cotton bowl played at,"['WRB', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'VBN', 'IN']","['where', 'be', 'the', 'goodyear', 'cotton', 'bowl', 'play', 'at']"
26897,0,I am visiting Dubai in four days from India. It's a four-day trip. I am planning to purchase gold and electronic items from there. What is the maximum amount which can be imported without custom duty?,i am visiting dubai in four days from india it s a four day trip i am planning to purchase gold and electronic items from there what is the maximum amount which can be imported without custom duty,"['PRP', 'VBP', 'VBG', 'NNP', 'IN', 'CD', 'NNS', 'IN', 'NNP', 'PRP', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'PRP', 'VBP', 'VBG', 'TO', 'VB', 'NN', 'CC', 'JJ', 'NNS', 'IN', 'RB', 'WP', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NN']","['i', 'be', 'visit', 'dubai', 'in', 'four', 'day', 'from', 'india', 'it', 'be', 'a', 'four', 'day', 'trip', 'i', 'be', 'plan', 'to', 'purchase', 'gold', 'and', 'electronic', 'item', 'from', 'there', 'what', 'be', 'the', 'maximum', 'amount', 'which', 'can', 'be', 'import', 'without', 'custom', 'duty']"
14701,0,how long can cobra continuation coverage last,how long can cobra continuation coverage last,"['WRB', 'JJ', 'MD', 'NN', 'NN', 'NN', 'JJ']","['how', 'long', 'can', 'cobra', 'continuation', 'coverage', 'last']"
7974,0,how many lounges united airline has at ewr airport,how many lounges united airline has at ewr airport,"['WRB', 'JJ', 'NNS', 'VBN', 'NN', 'VBZ', 'IN', 'NN', 'NN']","['how', 'many', 'lounge', 'unite', 'airline', 'have', 'at', 'ewr', 'airport']"
31370,0,Why does Onam welcomes Mahabali instead of Maha Vishnu as Vamana?,why does onam welcomes mahabali instead of maha vishnu as vamana,"['WRB', 'VBZ', 'NNP', 'VB', 'NNP', 'RB', 'IN', 'NNP', 'NNP', 'IN', 'NNP']","['why', 'do', 'onam', 'welcome', 'mahabali', 'instead', 'of', 'maha', 'vishnu', 'as', 'vamana']"
24841,0,How can I have a better work ethic?,how can i have a better work ethic,"['WRB', 'MD', 'PRP', 'VB', 'DT', 'JJR', 'NN', 'NN']","['how', 'can', 'i', 'have', 'a', 'better', 'work', 'ethic']"
37566,0,what are the four methods of delivering a speech,what are the four methods of delivering a speech,"['WP', 'VBP', 'DT', 'CD', 'NNS', 'IN', 'VBG', 'DT', 'NN']","['what', 'be', 'the', 'four', 'method', 'of', 'deliver', 'a', 'speech']"
26298,0,How hard is High Point University to get into?,how hard is high point university to get into,"['WRB', 'RB', 'VBZ', 'JJ', 'NN', 'NN', 'TO', 'VB', 'IN']","['how', 'hard', 'be', 'high', 'point', 'university', 'to', 'get', 'into']"
29432,0,What is it like to take math 55 at Harvard?,what is it like to take math 55 at harvard,"['WP', 'VBZ', 'PRP', 'IN', 'TO', 'VB', 'NN', 'CD', 'IN', 'NNP']","['what', 'be', 'it', 'like', 'to', 'take', 'math', '55', 'at', 'harvard']"
26753,0,How was Nazi Germany able to technologically surpass the Allies in so many ways?,how was nazi germany able to technologically surpass the allies in so many ways,"['WRB', 'VBD', 'JJ', 'NNP', 'JJ', 'TO', 'RB', 'VB', 'DT', 'NNS', 'IN', 'RB', 'JJ', 'NNS']","['how', 'be', 'nazi', 'germany', 'able', 'to', 'technologically', 'surpass', 'the', 'ally', 'in', 'so', 'many', 'way']"
28217,0,What are homeostatic imbalances? What are examples of this?,what are homeostatic imbalances what are examples of this,"['WP', 'VBP', 'JJ', 'NNS', 'WP', 'VBP', 'NNS', 'IN', 'DT']","['what', 'be', 'homeostatic', 'imbalance', 'what', 'be', 'example', 'of', 'this']"
11489,0,what county is g herbo in,what county is g herbo in,"['WDT', 'NN', 'VBZ', 'NN', 'NN', 'IN']","['what', 'county', 'be', 'g', 'herbo', 'in']"
16215,0,when do men stop growing taller,when do men stop growing taller,"['WRB', 'VBP', 'NNS', 'VBP', 'VBG', 'JJR']","['when', 'do', 'man', 'stop', 'grow', 'taller']"
1075,0,who sings i want a hippo for christmas,who sings i want a hippo for christmas,"['WP', 'VBZ', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NNP']","['who', 'sing', 'i', 'want', 'a', 'hippo', 'for', 'christmas']"
25169,0,How can you describe the smell of kimchi?,how can you describe the smell of kimchi,"['WRB', 'MD', 'PRP', 'VB', 'DT', 'NN', 'IN', 'NN']","['how', 'can', 'you', 'describe', 'the', 'smell', 'of', 'kimchi']"
15670,1,is tucson az more expensive place to live than florida,is tucson az more expensive place to live than florida,"['VBZ', 'NNP', 'NNP', 'RBR', 'JJ', 'NN', 'TO', 'VB', 'IN', 'NNP']","['be', 'tucson', 'az', 'more', 'expensive', 'place', 'to', 'live', 'than', 'florida']"
13238,0,when can i start peppers in central texas,when can i start peppers in central texas,"['WRB', 'MD', 'PRP', 'VB', 'NNS', 'IN', 'JJ', 'NNP']","['when', 'can', 'i', 'start', 'pepper', 'in', 'central', 'texas']"
27376,0,Is globalization a good or a bad thing and why?,is globalization a good or a bad thing and why,"['VBZ', 'NN', 'DT', 'JJ', 'CC', 'DT', 'JJ', 'NN', 'CC', 'WRB']","['be', 'globalization', 'a', 'good', 'or', 'a', 'bad', 'thing', 'and', 'why']"
22026,1,I planning to buy my first DSLR. Should I buy the zoom lens or prime lens if I have budget constraints?,i planning to buy my first dslr should i buy the zoom lens or prime lens if i have budget constraints,"['PRP', 'VBG', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'MD', 'PRP', 'VB', 'DT', 'NN', 'NN', 'CC', 'JJ', 'NN', 'IN', 'PRP', 'VBP', 'NN', 'NNS']","['i', 'plan', 'to', 'buy', 'my', 'first', 'dslr', 'should', 'i', 'buy', 'the', 'zoom', 'lens', 'or', 'prime', 'lens', 'if', 'i', 'have', 'budget', 'constraint']"
12229,0,is caesar salad mexican or italian,is caesar salad mexican or italian,"['VBZ', 'JJ', 'NN', 'JJ', 'CC', 'JJ']","['be', 'caesar', 'salad', 'mexican', 'or', 'italian']"
11592,0,what are the products of a chemical reaction,what are the products of a chemical reaction,"['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN']","['what', 'be', 'the', 'product', 'of', 'a', 'chemical', 'reaction']"
4342,0,where was roman catholicism concentrated in europe in 1590,where was roman catholicism concentrated in europe in 1590,"['WRB', 'VBD', 'JJ', 'NN', 'VBN', 'IN', 'NNP', 'IN', 'CD']","['where', 'be', 'roman', 'catholicism', 'concentrate', 'in', 'europe', 'in', '1590']"
4295,0,'where was netflix''s lost in space filmed',where was netflix s lost in space filmed,"['WRB', 'VBD', 'NNP', 'POS', 'VBN', 'IN', 'NN', 'VBN']","['where', 'be', 'netflix', ""'s"", 'lose', 'in', 'space', 'film']"
12058,0,does florida require a counseling license,does florida require a counseling license,"['VBZ', 'NNP', 'VB', 'DT', 'NN', 'NN']","['do', 'florida', 'require', 'a', 'counseling', 'license']"
17441,0,where is the burleson crossing shopping center located,where is the burleson crossing shopping center located,"['WRB', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'NN', 'VBN']","['where', 'be', 'the', 'burleson', 'crossing', 'shopping', 'center', 'locate']"
19194,0,what's the temperature in coast code?,what s the temperature in coast code,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NN']","['what', 'be', 'the', 'temperature', 'in', 'coast', 'code']"
11832,0,where do black widow spiders live in the us?,where do black widow spiders live in the us,"['WRB', 'VBP', 'JJ', 'NN', 'NNS', 'VB', 'IN', 'DT', 'PRP']","['where', 'do', 'black', 'widow', 'spider', 'live', 'in', 'the', 'we']"
25304,0,How do different Mudras help us?,how do different mudras help us,"['WRB', 'VBP', 'JJ', 'NNS', 'VB', 'PRP']","['how', 'do', 'different', 'mudra', 'help', 'we']"
18563,0,what causes spinal twitching,what causes spinal twitching,"['WP', 'VBZ', 'JJ', 'NN']","['what', 'cause', 'spinal', 'twitching']"
26792,0,How will the GST bill affect common men and the country? What are its pros and cons?,how will the gst bill affect common men and the country what are its pros and cons,"['WRB', 'MD', 'DT', 'NN', 'NN', 'VB', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'WP', 'VBP', 'PRP$', 'NNS', 'CC', 'NNS']","['how', 'will', 'the', 'gst', 'bill', 'affect', 'common', 'man', 'and', 'the', 'country', 'what', 'be', 'its', 'pro', 'and', 'con']"
1683,0,how old do you have to be to buy bullets in michigan,how old do you have to be to buy bullets in michigan,"['WRB', 'JJ', 'VBP', 'PRP', 'VB', 'TO', 'VB', 'TO', 'VB', 'NNS', 'IN', 'NNP']","['how', 'old', 'do', 'you', 'have', 'to', 'be', 'to', 'buy', 'bullet', 'in', 'michigan']"
27150,0,If I join a company not as sap fico consultant but as end user then can I become consultant in that particular company? If yes then how?,if i join a company not as sap fico consultant but as end user then can i become consultant in that particular company if yes then how,"['IN', 'PRP', 'VBP', 'DT', 'NN', 'RB', 'IN', 'NNP', 'NNP', 'NN', 'CC', 'IN', 'NN', 'NN', 'RB', 'MD', 'PRP', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'UH', 'RB', 'WRB']","['if', 'i', 'join', 'a', 'company', 'not', 'as', 'sap', 'fico', 'consultant', 'but', 'as', 'end', 'user', 'then', 'can', 'i', 'become', 'consultant', 'in', 'that', 'particular', 'company', 'if', 'yes', 'then', 'how']"
37413,0,what are some mexican appetizers,what are some mexican appetizers,"['WP', 'VBP', 'DT', 'JJ', 'NNS']","['what', 'be', 'some', 'mexican', 'appetizer']"
9925,0,how far is newnan georgia from atlanta georgia,how far is newnan georgia from atlanta georgia,"['WRB', 'RB', 'VBZ', 'NNP', 'NNP', 'IN', 'NNP', 'NNP']","['how', 'far', 'be', 'newnan', 'georgia', 'from', 'atlanta', 'georgia']"
3807,0,what language do the brothers speak in boondock saints,what language do the brothers speak in boondock saints,"['WDT', 'NN', 'VBP', 'DT', 'NNS', 'VB', 'IN', 'NN', 'NNS']","['what', 'language', 'do', 'the', 'brother', 'speak', 'in', 'boondock', 'saint']"
23465,1,Which actress has the sexiest boobs in the world?,which actress has the sexiest boobs in the world,"['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NN']","['which', 'actress', 'have', 'the', 'sexiest', 'boob', 'in', 'the', 'world']"
37554,0,what are the five social motives,what are the five social motives,"['WP', 'VBP', 'DT', 'CD', 'JJ', 'NNS']","['what', 'be', 'the', 'five', 'social', 'motive']"
14696,0,where is smooth muscle tissue located? select all that apply.,where is smooth muscle tissue located select all that apply,"['WRB', 'VBZ', 'JJ', 'NN', 'NN', 'VBN', 'VB', 'DT', 'WDT', 'VBP']","['where', 'be', 'smooth', 'muscle', 'tissue', 'locate', 'select', 'all', 'that', 'apply']"
22087,1,What are some mind-blowing men wallets that exist that most people don't know about?,what are some mind blowing men wallets that exist that most people don t know about,"['WP', 'VBP', 'DT', 'NN', 'VBG', 'NNS', 'NNS', 'WDT', 'VBP', 'IN', 'JJS', 'NNS', 'VBP', 'NNP', 'VB', 'IN']","['what', 'be', 'some', 'mind', 'blow', 'man', 'wallet', 'that', 'exist', 'that', 'most', 'people', 'don', 't', 'know', 'about']"
23277,1,What are some of the most famous unsolved mysteries?,what are some of the most famous unsolved mysteries,"['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'JJ', 'NNS']","['what', 'be', 'some', 'of', 'the', 'most', 'famous', 'unsolved', 'mystery']"
8549,0,who won the bcs national championship this year,who won the bcs national championship this year,"['WP', 'VBD', 'DT', 'NN', 'JJ', 'NN', 'DT', 'NN']","['who', 'win', 'the', 'bcs', 'national', 'championship', 'this', 'year']"
29851,0,What is the remainder when [math]x^{1999}[/math] is divided by [math](x^2-1)[/math] ?,what is the remainder when math x 1999 math is divided by math x 2 1 math,"['WP', 'VBZ', 'DT', 'NN', 'WRB', 'NN', 'NN', 'CD', 'NN', 'VBZ', 'VBN', 'IN', 'NN', 'SYM', 'CD', 'CD', 'NN']","['what', 'be', 'the', 'remainder', 'when', 'math', 'x', '1999', 'math', 'be', 'divide', 'by', 'math', 'x', '2', '1', 'math']"
15657,0,is the name neely irish,is the name neely irish,"['VBZ', 'DT', 'NN', 'RB', 'JJ']","['be', 'the', 'name', 'neely', 'irish']"
15235,0,what kind of car does jake drive in jericho,what kind of car does jake drive in jericho,"['WDT', 'NN', 'IN', 'NN', 'VBZ', 'NN', 'VB', 'IN', 'NNP']","['what', 'kind', 'of', 'car', 'do', 'jake', 'drive', 'in', 'jericho']"
38199,0,what causes itching on right side of back,what causes itching on right side of back,"['WP', 'VBZ', 'VBG', 'IN', 'JJ', 'NN', 'IN', 'NN']","['what', 'cause', 'itching', 'on', 'right', 'side', 'of', 'back']"
29319,0,What is Dance For Change?,what is dance for change,"['WP', 'VBZ', 'NN', 'IN', 'NN']","['what', 'be', 'dance', 'for', 'change']"
39870,0,what does estee mean,what does estee mean,"['WP', 'VBZ', 'NNP', 'VB']","['what', 'do', 'estee', 'mean']"
19747,0,what effects does marijuana have on a fetus,what effects does marijuana have on a fetus,"['WDT', 'NNS', 'VBZ', 'NN', 'VB', 'IN', 'DT', 'NN']","['what', 'effect', 'do', 'marijuana', 'have', 'on', 'a', 'fetus']"
36992,0,what ;county is stratton maine in,what county is stratton maine in,"['WDT', 'NN', 'VBZ', 'NN', 'NN', 'IN']","['what', 'county', 'be', 'stratton', 'maine', 'in']"
29850,0,What is the relationship like between India and Myanmar?,what is the relationship like between india and myanmar,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'IN', 'NNP', 'CC', 'NNP']","['what', 'be', 'the', 'relationship', 'like', 'between', 'india', 'and', 'myanmar']"
6207,0,does the us constitution guarantee separation of church and state,does the us constitution guarantee separation of church and state,"['VBZ', 'DT', 'PRP', 'NN', 'VB', 'NN', 'IN', 'NN', 'CC', 'NN']","['do', 'the', 'we', 'constitution', 'guarantee', 'separation', 'of', 'church', 'and', 'state']"
5527,0,how many seasons of miami vice were there,how many seasons of miami vice were there,"['WRB', 'JJ', 'NNS', 'IN', 'NNP', 'NN', 'VBD', 'RB']","['how', 'many', 'season', 'of', 'miami', 'vice', 'be', 'there']"
2306,1,in which country of east asia are earthquakes most frequent,in which country of east asia are earthquakes most frequent,"['IN', 'WDT', 'NN', 'IN', 'JJ', 'NN', 'VBP', 'NNS', 'RBS', 'JJ']","['in', 'which', 'country', 'of', 'east', 'asia', 'be', 'earthquake', 'most', 'frequent']"
29948,0,What is the will of D in One Piece?,what is the will of d in one piece,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'IN', 'CD', 'NN']","['what', 'be', 'the', 'will', 'of', 'd', 'in', 'one', 'piece']"
39386,0,what does a cellarman do at a brewery,what does a cellarman do at a brewery,"['WP', 'VBZ', 'DT', 'NN', 'VB', 'IN', 'DT', 'NN']","['what', 'do', 'a', 'cellarman', 'do', 'at', 'a', 'brewery']"
10001,1,where do we have the smallest bone in our body,where do we have the smallest bone in our body,"['WRB', 'VBP', 'PRP', 'VB', 'DT', 'JJS', 'NN', 'IN', 'PRP$', 'NN']","['where', 'do', 'we', 'have', 'the', 'smallest', 'bone', 'in', 'we', 'body']"
37171,0,what are bonds stocks,what are bonds stocks,"['WP', 'VBP', 'NNS', 'NNS']","['what', 'be', 'bond', 'stock']"
2122,0,how did america become part of the british empire,how did america become part of the british empire,"['WRB', 'VBD', 'NNP', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN']","['how', 'do', 'america', 'become', 'part', 'of', 'the', 'british', 'empire']"
15906,0,how to enchant items minecraft,how to enchant items minecraft,"['WRB', 'TO', 'VB', 'NNS', 'NNP']","['how', 'to', 'enchant', 'item', 'minecraft']"
19447,0,what protocol runs the cloud,what protocol runs the cloud,"['WDT', 'NN', 'VBZ', 'DT', 'NN']","['what', 'protocol', 'run', 'the', 'cloud']"
29551,0,What is snake?,what is snake,"['WP', 'VBZ', 'NN']","['what', 'be', 'snake']"
30128,0,What Quora answers have changed your life?,what quora answers have changed your life,"['WDT', 'NN', 'NNS', 'VBP', 'VBN', 'PRP$', 'NN']","['what', 'quora', 'answer', 'have', 'change', 'you', 'life']"
12195,0,what causes involuntary muscle movement,what causes involuntary muscle movement,"['WP', 'VBZ', 'JJ', 'NN', 'NN']","['what', 'cause', 'involuntary', 'muscle', 'movement']"
4718,0,who played the girl in john wick 2,who played the girl in john wick 2,"['WP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NN', 'CD']","['who', 'play', 'the', 'girl', 'in', 'john', 'wick', '2']"
36011,0,how many oscars did star wars a new home win?,how many oscars did star wars a new home win,"['WRB', 'JJ', 'NNS', 'VBD', 'NN', 'NNS', 'DT', 'JJ', 'NN', 'NN']","['how', 'many', 'oscar', 'do', 'star', 'war', 'a', 'new', 'home', 'win']"
15119,0,how much money do companies spend in managing employee controls?,how much money do companies spend in managing employee controls,"['WRB', 'JJ', 'NN', 'VBP', 'NNS', 'VB', 'IN', 'VBG', 'NN', 'NNS']","['how', 'much', 'money', 'do', 'company', 'spend', 'in', 'manage', 'employee', 'control']"
7486,0,who is rey from star wars related to in the movie,who is rey from star wars related to in the movie,"['WP', 'VBZ', 'NN', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'IN', 'DT', 'NN']","['who', 'be', 'rey', 'from', 'star', 'war', 'relate', 'to', 'in', 'the', 'movie']"
25387,0,How do I communicate effectively?,how do i communicate effectively,"['WRB', 'VBP', 'PRP', 'VB', 'RB']","['how', 'do', 'i', 'communicate', 'effectively']"
