x	y
"Dell [SEP] Microsoft [SEP] Given that the ""big three"" PC manufacturers are Dell, HP and Lenovo, this opportunity couldn't have come at a better time for Microsoft."	0
mobile [SEP] laptop [SEP] Rightly or wrongly, end users now expect faster performance levels from mobile applications than from the desktop or laptop.	0
Lexus [SEP] Audi [SEP] The luxury sedan is equipped with a 250-horsepower, 2.0-liter turbocharged engine, making it more powerful and faster than many of its competitors, including the Lexus IS250, Acura ILX and Audi A3.	0
pizza [SEP] steak [SEP] So after years away from both, my original opinions have been re-enforced: Chester's has the better pizza and Richard's has the better steak hoagie.	0
Bluetooth [SEP] Ethernet [SEP] The compact computer now gets integrated WiFi and Bluetooth, rather than just wired Ethernet connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.	0
rubber [SEP] concrete [SEP] With the hard rubber this shoe has, it is somewhat better for on dirt rather than concrete.	2
michigan [SEP] carolina [SEP] michigan is better, Chicago, Ohio, California, the non-Connecticut New England states, Canada - all much better than North carolina.	2
Java [SEP] PHP [SEP] Excellence skills of server side Java or PHP programming( With solid experience in both is a big plus )	0
Python [SEP] Ruby [SEP] As I understand it, C# is faster than Java, Python, Perl, Ruby, PHP, etc. C# is lot easier and friendlier to code in than C, C++, Objective-C.	0
JavaScript [SEP] Ruby [SEP] Your responsibilities: - Custom app development for Shopify - New theme development for Shopify - Do amends & corrections to the existing Shopify sites - Write simple to intermediate complexity JavaScript functionality for themes - Write clean, modular, robust code to implement the desired requirements Details: - Good knowledge in HTML/XHMTL/CSS/Ruby ON RAILS - Good knowledge in jQuery is a must - Understanding of principles of integrations with different APIs - You need have a solid understanding of Shopify p...	0
Apple [SEP] Dell [SEP] Apple support ain't the best, but it's not bad, and certainly better than Dell.	2
"IBM [SEP] Intel [SEP] IBM on Wednesday unveiled new POWER8 processor-based servers that the computing giant said ""are capable of analyzing data 50 times faster than the latest x86-based systems"" built on chips from companies like Intel and Advanced Micro Devices."	2
Ruby [SEP] PHP [SEP] 10 Reasons Why Ruby Is Better Than PHP - Reason #5	2
Microsoft [SEP] Sony [SEP] How we want Microsoft and Nintendo to remain decent competitors to Sony?	0
Honda [SEP] Toyota [SEP] Honda  and Toyota :	0
Ferrari [SEP] BMW [SEP] Search for Ferrari key chain, or BMW key chain.	0
Eclipse [SEP] NetBeans [SEP] On Linux there's Eclipse (ugh) or NetBeans.	0
"Sigma [SEP] Nikon [SEP] Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?"	0
Honda [SEP] BMW [SEP] Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.	3
Nikon [SEP] Leica [SEP] The Nikon SP is superior to the Leica M's when it comes to using sync cords.	2
juice [SEP] soda [SEP] No juice or soda.	0
Adidas [SEP] Nike [SEP] Why does Adidas creata better jersey designs than Nike?	2
Ruby [SEP] PHP [SEP] Ruby 1.9.1 was about 3.15X faster than PHP 5.3.1 being able to complete this task in under 2 seconds.	2
stanford [SEP] harvard [SEP] I also hate that stanford combines the smugness of harvard with the smugness of Californians bragging about their superior produce.	0
JavaScript [SEP] Perl [SEP] But I'm not convinced it works in JavaScript any better than it works in Perl.	3
Perl [SEP] PHP [SEP] In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.	3
Nokia [SEP] Samsung [SEP] With Nokia 808 at 2x digital zoom will be already worse than this Samsung.	3
basketball [SEP] softball [SEP] While maintaining solid grades, she was able to help the girls basketball, softball and track teams to success throughout her high school career.	0
IBM [SEP] Intel [SEP] IBM PC, 2.33GHz Intel® Pentium® 4, AMD Athlon® 64 2800+, or faster processor	0
Lisp [SEP] Java [SEP] Could you tell us up front with clarity how it is better than say a Lisp or Java or Php version of the same thing?	0
Java [SEP] Ruby [SEP] Java vs Python vs Ruby	0
Dell [SEP] Microsoft [SEP] While Ford, International Harvester, Chrysler, PanAm and RCA shrank or declared bankruptcy, Adobe, Dell, Microsoft, Cisco, Intuit, Yahoo, and hundreds of others were created jobs, increased our standard of living, and made America a better place.	0
missouri [SEP] carolina [SEP] missouri is a decent team and I expect them to give Florida, Tennessee, and South carolina all they can handle and win 2 of those games.	2
Eclipse [SEP] NetBeans [SEP] Also, Eclipse has more plugins that NetBeans.	2
Google [SEP] Sony [SEP] This CPU would mean the LG Optimus G2 would be 75 per cent better than its LG Optimus G predecessor in terms of performance, not to mention the LG manufactured Google Nexus 4 or rival Sony Xperia Z.	0
PHP [SEP] Perl [SEP] Is PHP better than Perl? - Discuss.	2
Google [SEP] Intel [SEP] With this Google/Intel move I see the consolidation coming even faster and, at the end of it all, I suspect we're only going to see Android and iOS standing in the mobile space.	0
"Objective-C [SEP] Java [SEP] We've been using HTML5 technologies extended by a PhoneGap/Cordova container, but are starting to look at more ""native"" app development - using Objective-C for iOS and Java for Android - for better performance, easier system integration, and better compatibility with older versions of Android out in the wild."	0
Nike [SEP] Adidas [SEP] Solid first impression, no visible branding (only on zipper pull) and supposed to be more durable than any other performance gear (Nike, Adidas, UA etc.)	0
Windows 8 [SEP] Windows XP [SEP] We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings.	2
Python [SEP] Ruby [SEP] It just somehow seems easier and more natural in Python and Ruby.	0
Swift [SEP] Objective-C [SEP] Expert iOS Developer/Swift/Objective-C and Professional Writer	0
Windows XP [SEP] Windows Vista [SEP] Windows Intel P4 or AMD with 64-bit Architecture 2GHz or better of processing speed Windows XP, Windows Vista 32 and 64, Windows 7 512MB 1gig required	0
harvard [SEP] stanford [SEP] An elite university, like harvard or stanford, is one considered better than most.	0
Ford [SEP] Nissan [SEP] While still fun to drive, the Neon has considerable competition from models such as the Ford Focus and the Nissan Sentra, which offer better value.	0
psp [SEP] ps3 [SEP] Metal Gear Solid: Peace Walker - Great tactical action title both on psp and ps3.	0
Perl [SEP] PHP [SEP] This makes it easier and more natural to write stored procedures in interpreted languages (Perl, Python, Ruby, PHP, Tcl).	0
PHP [SEP] Python [SEP] What features it should have: - Is easily extensible in a well know language (PHP, C, Python, etc) so it is easier to contribute.	0
Python [SEP] Java [SEP] Program development using Python is 5-10 times faster than using C/C++, and 3-5 times faster than using Java.	2
BMW [SEP] Toyota [SEP] Some people like to drive a BMW, even though a Toyota would get them around and handle their needs just as well - they have the money, and want the nicer car, even if they don't use 50% of the car's ability.	0
Bluetooth [SEP] USB [SEP] Then connect another device or computer to your Android HotSpot , Transferring files from Samsung Kies Air is faster then Bluetooth and have almost good speed as on USB.	0
Chrysler [SEP] Ford [SEP] Chrysler , Ford big blocks.	0
michigan [SEP] oregon [SEP] I've seen some college teams in 2k share like Uk, unc, duke, Louisville, michigan , oregon, and a poorly created unlv.	0
Java [SEP] Objective-C [SEP] I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.	2
wallet [SEP] mobile [SEP] Square also released the latest version of its consumer app Square wallet last week to make mobile checkout even easier.	0
"coffee [SEP] juice [SEP] The ""free breakfast"" was lousy old coffee, watered down juice, and silver dollar sized stale pastries."	0
Smalltalk [SEP] Java [SEP] Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.	2
"hockey [SEP] baseball [SEP] I was better in hockey than baseball,"" he admitted."	2
Ruby [SEP] Java [SEP] Ruby, Java, Magic, rs232, whatever.	0
PHP [SEP] JavaScript [SEP] If your new to computer programming , your better learning how to program with PHP and JavaScript before jumping into ASP.NET.	0
Swift [SEP] Objective-C [SEP] Take Swift vs Objective-C.	0
USB [SEP] Bluetooth [SEP] I'm using a cheapie Microsoft USB optical mouse ($20) until somebody makes a decent Bluetooth mouse.	0
georgia [SEP] carolina [SEP] georgia is a better team right now than South carolina.	2
soup [SEP] sandwich [SEP] There was a deluge of expensive tourist-attracting restaurants, soup-salad-sandwich factories and mediocre cafes.	0
Google [SEP] Intel [SEP] Siemens, tied with perennial favorites Google and Red Hat, would have done even better if not for concerns (by contrast to Intel) about quality levels.	0
harvard [SEP] mit [SEP] harvard, MA: mit Press.	0
Perl [SEP] Ruby [SEP] My primary language, though, is likely to remain Python, as I find it about 60 million times easier to read than Perl, and 100 million times easier to read than Ruby.	2
Windows 8 [SEP] Windows 7 [SEP] No. Windows 8 is far better than Windows 7 is on a touch device.	2
Nissan [SEP] Renault [SEP] Shai Agassi's Better Place has signed up partners including Nissan-Renault and the countries of Israel and Denmark.	0
Java [SEP] Smalltalk [SEP] Pascal, Java, Modula-3, Python, and Smalltalk are all great.	0
Buick [SEP] Cadillac [SEP] We expect 2010 to continue to get better, said Brent Morgan, dealer/operator for Integrity Buick GMC Cadillac in Chattanooga.	0
Windows XP [SEP] Windows 8 [SEP] These Windows customers would appreciate a seamless migration from Windows XP to Windows 8. Better compatibility: Better compatibility includes better hardware and software compatibility with legacy hardware and software.	0
"lacrosse [SEP] football [SEP] There are some fantastic opportunities for scholarship money in lacrosse in comparison to baseball and football - much, much better,"" said Smith."	0
paint [SEP] pen [SEP] The glow paint with the pen lights worked better than I thought.	0
Ruby [SEP] JavaScript [SEP] Due to solid and stable growth, we are seeking a Java / Ruby/ JavaScript Software Engineer to join our client as a permanent employee in the Burlington area of Boston , Massachusetts.	0
Toyota [SEP] Chevrolet [SEP] Given that the Mercury brand is being shuttered and the Escape is soon to be redesigned, small SUV buyers might be better served by the likes of the Honda CR-V , Toyota RAV4 , Chevrolet Equinox , Kia Sportage or Hyundai Tucson .	0
wii [SEP] playstation [SEP] With the wii remote (and later the shameless copy, the playstation Move), faster precision was never this simple!	0
"Nike [SEP] Adidas [SEP] Pharoahe's Official like Starter, hit harder than Fort Green Authentic, Nike, Adidas and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,"""	0
Python [SEP] Ruby [SEP] Perl is good and I would say better than Python and Ruby.	0
Swift [SEP] Objective-C [SEP] How soon until Swift eclipses Objective-C entirely?	0
wii [SEP] psp [SEP] As well as giving you the low down on the best Xbox 360, PS3, wii, DS lite and psp game I also offer well research alternatives that are Similar, Easier and Harder than the one we are reviewing.	0
